objid,svd_comp_1,svd_comp_2,svd_comp_3,svd_comp_4,svd_comp_5,svd_comp_6,svd_comp_7,svd_comp_8,svd_comp_9,svd_comp_10
1.2376564951156e+18,1317.8960936063288,580.1394802640059,249.84251753647547,146.96500180166214,120.27126854589277,80.41288640128091,65.66734458192386,58.436967534570314,51.78042813788017,45.62976798626524
1.237656496726344e+18,2051.415086426727,251.65693889011646,192.49197426693013,137.61617756410385,99.01492866066016,86.16580700435638,78.58427079185599,66.10264703843272,56.395339111150285,55.696136434805425
1.237657189833507e+18,1660.1266624790449,520.2518380123837,260.54195474782307,116.70400663627144,108.78413011802081,62.33784628881602,57.25398403452822,48.97717295708435,41.73384080326048,39.906431692192776
1.237657190370247e+18,2407.1091007509144,211.2336758450105,154.6765616293432,122.57693190151612,93.3637355885113,72.29963906749327,62.62429577999264,54.026392276501504,52.99519670821952,46.55580271287031
1.237657190370509e+18,1395.417730324594,495.7527856555266,306.89727109547977,223.53246917353664,127.18039834686846,93.54106019778627,63.77869672150443,58.76019347604896,46.46171674272734,44.959728636393876
1.237656496189473e+18,1516.2486291771172,848.5734668438678,581.8422901616516,332.8720843501461,225.10049181568445,122.34574291507198,93.7354082752056,59.47393941985067,49.53970628756601,39.312943911734706
1.237657189833376e+18,1392.8857351202334,696.9855050604909,627.5406159625151,360.7600472527221,243.14318064407524,158.88175571871994,139.36934275069657,105.48261202240283,80.74291305549802,66.07293999404507
1.237657190370509e+18,1406.282851245366,569.8774038555604,216.78145987477552,163.2724584009916,106.69064858476109,87.71894629822833,74.88683907452513,68.56665048753034,59.27662089252977,46.36077522929709
1.237657191444054e+18,2053.1750414317453,759.2750231821414,318.3985115842214,160.92200126124914,127.16686034633972,82.12420894891937,78.28208552989106,53.993501691881676,52.508323403867536,44.61130347811179
1.2376571914441196e+18,1781.0205785720384,223.9120204476927,113.6848528518814,94.79995301069832,70.47246127180749,64.15232570766261,59.434631776441364,50.446963304089174,48.42831087777079,44.40167039015011
1.2376571914441196e+18,1261.1411538734683,509.39056349535167,349.76519215109323,180.91704822224986,88.7971172593688,78.3268912723695,55.70129677555784,50.56552890968102,44.39662866604489,40.347925207505256
1.2376571914441198e+18,1665.177840050814,490.4015490083441,449.24880684906833,299.85139197597744,102.63420567712369,95.16901740209423,60.83050255481804,57.77182021656718,55.95616128825465,45.393422877793235
1.2376529474533458e+18,2358.991549938122,566.909099315448,283.25247792475477,139.49299278220667,118.74243226494067,87.79098613017224,68.7720811401168,67.022009111524,59.97416877594815,56.374113196495784
1.2376571914440545e+18,2255.6872809872943,337.31653895110276,195.43828315592816,164.85308333709992,146.26106013270825,84.28039374089255,69.00073707993486,62.392577756617534,59.168637257097764,54.74154199929539
1.2376571914441198e+18,1808.7950696391542,1130.8171018862145,582.0586568463812,382.55822942570154,153.44454256356715,105.01526484657582,98.70391680637492,75.54754628930462,72.55594395910688,57.04757872420189
1.2376529474533458e+18,1331.8867413681241,481.034701301153,232.65346269122742,119.36467077964305,97.32611167741888,76.74930128820493,73.56905266624328,64.83258594996951,61.979232012011124,59.150751674666175
1.2376529474533458e+18,1434.683691517362,186.38608366021214,152.9294833051523,101.10533896547739,81.28135395950362,68.07661997225698,58.99574385485514,54.66927118041363,48.5905124593474,48.24304370965037
1.2376571914438577e+18,1572.1019010478747,664.5026317496086,406.4932538703516,234.93956817363062,132.48428985001516,125.74042711409994,77.11998355235357,56.35620974513662,52.099066403952335,50.77529331426268
1.2376571914439232e+18,1518.9029741294794,358.7559420077517,169.71585037112322,83.84890706447592,75.51667390513185,65.66003884190741,52.13114711905464,47.94672026472883,44.85182785195558,38.601632417495175
1.2376571919807283e+18,3058.328791457173,298.52031354172635,164.10877166732396,96.24983094367195,74.28854157071592,62.5195787745485,57.95250003550846,52.62158877756906,48.530248618307475,46.392380278383975
1.2376564956526674e+18,1492.900059541975,131.08251199747662,105.46358588865331,90.59423507668441,80.7334222224203,64.71911107582822,53.10127266186061,42.80472307177015,38.74340670530206,37.63317672183973
1.2376571919805975e+18,2493.884046537499,392.7054064025718,306.58931568231856,209.66533315121904,140.20322183687003,106.23584770089192,102.38515070176024,74.7101627325691,69.85477292017855,58.08770512826161
1.2376564967266716e+18,1603.5035530058994,388.9046561288317,245.27356010903355,93.03461419725642,83.58997810901005,54.0997451450516,50.373970667988736,44.193460215813246,42.418973519904355,41.52431624277362
1.2376571925174684e+18,1881.247408088504,382.54845984263704,199.48102159424008,131.90196933432364,103.20063419933,85.05174035147277,75.39100159376407,63.32168533374966,49.765453382904994,46.5748317347921
1.2376571898337692e+18,1542.9940546754965,216.76011601789193,183.93637914078138,84.26399652396171,68.76351558170762,63.84124116111577,62.57956302062355,54.868971156320754,43.90357622589468,42.32294260253196
1.2376571898339003e+18,1849.2010846967564,620.1329720191197,335.6153407634666,231.26730292401191,146.59185135446447,110.72087515149562,87.76937553857124,74.21048945201014,65.70804625354837,64.79027476374637
1.237652947990348e+18,2529.689644576179,336.7726008045251,165.6121099858046,117.56437839678948,86.28457449752217,78.45914193463275,73.1445636189029,60.67447483069499,56.736702778483334,55.63265599475696
1.2376571909075108e+18,1345.750908821576,444.40203721681206,213.31156247650594,98.75268924380514,69.57183679827001,57.61440052464263,47.78265114657011,46.45204677341735,42.622198452469185,35.46613640463393
1.237678617419645e+18,1345.294516421521,261.72251987301837,107.91517890663744,90.83894259857675,86.06527312592003,73.06751830820227,55.24574119388695,50.12916070697154,49.85662086767124,43.55718168932406
1.2376529479912e+18,1799.740356650961,673.2601734781346,437.3275410942725,219.59593804866648,133.94507040212812,98.2025034695151,77.12721215588616,64.6130281937544,60.46545809819154,55.03046387874633
1.2376571909075766e+18,2476.8009905495096,865.8148127012889,403.31143995024485,149.89350087133067,131.61363118791343,105.87327573204492,92.32044658612107,71.68898511112243,64.19501371744497,51.28649287125541
1.2376727950352712e+18,1518.9459153187372,236.58141873350786,112.12588545535033,92.92855092726685,63.988930130625775,60.49273179965035,55.77558747802535,49.83204927677422,43.56853310312144,40.79055168609536
1.2376727950352714e+18,2373.781594535155,827.4390615399476,143.25050599516328,106.41046333681525,90.9822654737694,80.24230764107999,66.50961516411257,64.34403084699278,56.29621300729039,50.451588498188336
1.2376571919813837e+18,1263.6218646270709,485.73640805516857,249.75512383147776,98.23372496817306,71.9106702331285,45.57211576746335,42.61045487865689,41.01221546223019,36.511516791783606,33.13810638930546
1.237657191981384e+18,1243.0761685674522,221.38953849453898,130.66359311509385,82.56587421007616,56.447913568964566,55.311333069159474,53.297154550941755,47.457600885916456,45.25509986117555,42.81309487601022
1.237657191981187e+18,2095.3580522244897,379.19566853141794,226.11457978450565,116.28741700406195,73.73596018157042,70.52838229891778,63.46650199525359,57.32284187455604,50.68791223475416,45.9553688225751
1.2376529485271534e+18,1971.035576869912,557.8829671093922,341.38266782921204,200.8752767673024,152.83884955718418,112.92522325129819,103.29538337321297,90.4381036254015,77.15549447073565,66.05721131576946
1.2376529485282017e+18,2441.8157487944036,255.04256337335428,140.0591986874108,103.75345806461512,92.97626272392534,82.73616338657905,80.09447304493159,69.79440249761056,64.43844669494298,56.566595534778926
1.2376727950352714e+18,1787.7532429099824,180.51983926466445,110.69122261841648,107.72196603580736,84.92426778078386,64.69947428054651,56.29414786808073,47.953977605222356,44.37808752212717,38.5309569521471
1.237656494041334e+18,1367.3996690747977,213.85492535617092,187.75172662877887,114.34146261341498,75.08381173837114,63.49446240216961,56.8387984738582,50.84025339487639,44.71537336888614,41.207114958104135
1.2376564945782047e+18,1526.4924383499774,516.4438276289941,269.4948923119554,119.497087541501,84.01052440549235,66.43779525037299,56.601009974472674,54.78133314712199,51.35341805350665,43.64456700280516
1.2376564945792532e+18,1652.0941220081381,618.1823612705738,255.5056788400096,221.74703546348044,182.6045124884417,106.019053892441,76.57631212347755,74.58684320137569,57.01258834529855,51.18386864460368
1.237656494579188e+18,2162.341229055885,689.6693512819842,238.0913466347934,142.94343768229615,128.4499980505906,69.87208577867891,62.236111635235886,59.49833295790862,50.89647070281146,44.20809826137468
1.2376564961888832e+18,1144.0546252923396,455.47645193612254,306.1802250037331,122.07067919572502,113.9376699445449,62.93577273231246,58.30621317696053,50.15712713316723,43.64729905526871,40.878630887546855
1.23765649511619e+18,1613.5080260303607,315.734685350114,192.94871680537764,110.18499437818608,104.84344066257738,72.26619120313616,63.96028110386166,50.57659583288353,47.97668111177872,44.192677815529144
1.237657189833048e+18,2147.23351047905,818.027585510247,258.52620318682034,158.9288419286123,114.89350266608359,80.55091149395658,69.47951956645375,59.27218007517064,54.150109854422375,52.85642048663558
1.2376564956518812e+18,1439.3549919123593,471.08141157601375,374.91188075117446,179.13436831161556,136.78330797930005,114.66350969181816,66.13680212543058,63.38159375137664,60.9672717186094,53.96149716911116
1.2376571898340314e+18,1649.1568379764246,260.31658943198295,166.6530349801224,75.0274949403645,59.00040845431172,57.99009066717873,49.79542102529898,48.92397939094589,46.08376226004803,39.448206710863104
1.2376571909066588e+18,1411.987372599049,643.7304495198915,440.9686249359527,240.4863000805093,128.97279024125896,81.0224090209457,71.0721132245404,59.163973844024696,50.11275587904548,43.07204140500614
1.2376571909067246e+18,1718.6061584078882,209.32493130032725,166.32595127102715,99.20246698493467,94.25834026246635,69.0689392691196,59.85319060548495,52.82378503263708,50.358621411097744,46.00169872761055
1.2376571909067246e+18,1315.6461950002508,500.47607616458214,354.8035521436781,211.7872299711487,131.27746731110057,72.61586696447525,67.78226365673795,55.26786010146172,47.33685551526495,42.15434747634933
1.2376571909078385e+18,2415.578306636822,281.25966934711647,175.23727416048303,122.59876673389161,100.50331710541349,82.34453127152312,77.41862765689592,68.48577509372065,58.930553103479404,49.43903662478557
1.2376571909078385e+18,1510.9353447654828,207.77980177412752,118.55305966952837,118.07335115054207,89.4773502194682,80.9793365626102,64.64429291194898,62.013737840901925,51.19847886961319,48.247464223811924
1.2376571909078385e+18,1408.3358096185214,149.00707045375705,73.21056891317362,63.07833461959744,60.85787217997102,55.68263622401204,46.809606941430545,45.17869856981229,43.03962408325364,40.68830102711933
1.2376571914434644e+18,2082.855764763715,822.6903337728075,354.92539963228796,186.0250487270392,120.07810856680096,109.48137168571495,87.90149047242981,70.42999054125909,59.03593096109149,54.82562835260729
1.2376571914434644e+18,2669.6324244283223,613.1842661057532,224.37691256456532,149.3970557508932,92.78820928223742,73.49643672282812,64.66238170754598,55.82361603306294,50.89267923796408,48.4793502671353
1.2376571914434644e+18,1817.666382728611,562.6708012526709,443.66182499057993,210.28265180521262,147.47134518385658,96.33499397889348,67.74792367968705,63.19945349838838,57.02724693565699,50.61687580950921
1.2376571914445786e+18,1494.1411828413882,591.8769349322918,340.0184442005912,194.55929065881782,102.45045342981523,79.31786127012533,54.37501449999456,47.948387235439554,46.044801379825905,40.52767117106746
1.2376571925172065e+18,1898.5733356331323,281.3020954024502,118.78576542730423,96.90935154927037,79.46004572766218,71.81903532119831,58.11990348301972,46.71452193201313,45.46939488075921,42.03180997378386
1.2376571914436608e+18,1822.6394511335798,186.27643253656905,146.88669361341712,126.19429924459676,89.15465877547477,64.49693609549979,58.19343125885028,52.207216131861465,45.94685510719116,43.907717711649624
1.2376571919803354e+18,1346.3482085272587,207.78741339921726,142.33861566368256,90.76835944135988,87.07260673347311,70.80747413428774,65.09102563673358,51.56606952605857,47.69379487772944,46.27086479823831
1.2376571919805975e+18,2587.5446805749407,379.2251477957661,239.9705183715533,119.9827463491839,110.95665233138092,71.95837616819097,64.43526529438326,57.97109135709875,53.24337913656131,47.62107770901678
1.237657191980401e+18,2064.043439390539,387.9315575728895,195.2711389526918,118.56404077851957,90.04066541456525,79.92736484266918,73.81435448194996,65.41119141437332,58.72886474130487,52.720008167421575
1.2376571925174684e+18,1593.9587782252856,345.45966498761413,129.0509824808239,103.80050353672097,99.72942114261488,61.79402654171746,54.69380586624787,47.901532547075405,43.448500439472475,38.62972245655327
1.2376571925183204e+18,1417.4769142170537,481.07232225886037,308.79109595195825,170.91842293245935,116.74346032092738,100.95147960854418,63.39151459266455,59.824644409330084,54.7048686534385,44.96457027086049
1.2376637825891044e+18,1592.0172620676549,497.2545151998434,236.60484392005435,82.97695305354021,74.99833153565443,57.622503577489574,51.65680094820769,42.952836157912266,41.99469068908005,38.6491853243791
1.2376637825891697e+18,1784.3784526703732,775.6497563977051,487.3918588603446,239.84066840128241,148.85050658773082,100.8426385199038,70.28331130188629,65.7636991240109,58.19808010424634,48.37299158507667
1.2376637825890388e+18,1773.093471166173,472.019344192881,305.36635635352235,246.3112350313432,179.7871094824835,142.00031775779627,120.56904217626901,93.18564475457269,78.64512415171845,65.55958598232492
1.2376637831258442e+18,2036.6937759748923,645.704262720436,318.55568516792266,132.68677808101927,107.28154792086981,72.80948733826047,65.49079281959507,59.87280697493412,55.97384483979538,46.35846896839882
1.2376637831260408e+18,2665.180704657131,209.86050437793648,155.23115652024634,109.54456586627116,101.36082129151261,97.00905012728047,84.25916325128759,75.1507948906417,58.00046310168586,52.43566438617365
1.237663783125844e+18,1357.8460627802797,695.8127395244446,423.7879847525262,182.94322810591976,140.37071907480305,72.96719448155748,65.39059622116174,55.68551796551719,44.94550625939945,39.42041836460239
1.2376637831261064e+18,2006.2437811146483,584.2792084006503,383.9108012514258,229.13817999740758,188.72565032150388,120.81181246166311,86.15201919568703,67.97726279264174,57.985655328281396,49.8400407514797
1.2376637836628462e+18,1784.7961892414125,302.8539878491136,170.93295699203242,136.4258834495866,122.15999569828136,91.94522350480588,67.45316244653009,56.86692839577828,55.086087406644424,47.525858570104035
1.237653651300221e+18,1519.9541364812906,226.31580200515768,93.38555689607877,78.62875799623623,68.8859738391972,63.36069721550819,60.81999203772807,59.50029404352317,51.33656112251356,45.174281104550424
1.237653651837223e+18,1618.8016080869934,300.4000246991138,172.79803116619374,100.58473831145345,82.70376533088088,70.54545670720834,63.216542125514394,55.54792120728604,49.94336690709116,46.604675369790115
1.237663277929988e+18,1621.2946664632177,465.0735694613839,368.11506422117077,130.04188763542956,106.35468285070469,69.67477275871121,62.67284199583994,55.68397730302686,51.05692947341209,42.32567039381103
1.237653651837354e+18,1702.4503584484219,492.8354667273235,207.6951219549022,100.73434226739187,71.15737378461412,57.431971656118776,54.349207998552224,50.195513110438505,45.79521285614274,41.0603395845946
1.2376536523738977e+18,1609.196283877341,418.3926232969976,282.4615159074174,130.54141524988052,80.66826060364322,69.92944703412142,61.21644513507693,50.24400722390611,46.77479731455114,45.5430232786822
1.2376536523740283e+18,1915.8035677570795,425.2706142111297,240.44855381693827,154.68459541651964,118.81254235884842,103.76966886048059,73.4954484484216,70.6168144495515,54.26264389192828,48.416030014767045
1.2376536529107684e+18,1515.9882049053156,210.3530892429761,180.7967504466865,101.23109050581988,72.1811223146792,60.84966373103719,60.19930003924966,55.003570118998105,45.33017171778394,42.00320129723121
1.237653652910965e+18,1803.8549876019815,412.79109180297,164.96956550384078,79.83480400967312,66.63192985465457,58.97251523571006,50.36177399362853,47.81289764990294,42.31913591557766,41.29925644002427
1.2376637831255818e+18,1284.6895289751349,596.4119978528953,384.48599499652653,164.0268393182416,140.05462888964968,68.04247953411888,56.536300202014935,53.0870168173778,40.12554722906141,37.24446732573633
1.2376637836625183e+18,2138.4991236125966,362.10003482218235,191.41424129639225,119.34537819562985,109.81804769391995,67.36242578392697,57.92745084457325,49.49129360865025,46.9314648498057,43.3509686249834
1.2376637831257784e+18,2413.1625830934477,841.8040729021473,195.63760555838843,180.78046630575463,159.18031875984875,113.07582546940036,84.49888579303405,74.01104905698273,57.90326790219517,55.52021427176741
